"block","plot","observer","visit","sampling_period","Rts_obs","obs_year","dp_march","min_post_sunrise","species","behaviour","sex","height","dist","minutes_to_obs"
"halqved","plot_6","jkn","first","first",2017-04-17 07:34:08,"2017",17,127.133333333333,"bofik","Song","Male",NA,26.2074906278795,0.366666666666667
"halqved","plot_6","jkn","first","first",2017-04-17 07:33:46,"2017",17,126.766666666667,"bofik","Song","Male",NA,22.6922049392485,0
"halqved","plot_6","jkn","first","first",2017-04-17 07:36:04,"2017",17,129.066666666667,"rodhe","Song","Male",NA,33.8890124290351,2.3
"halqved","plot_6","jkn","first","first",2017-04-17 07:35:11,"2017",17,128.183333333333,"blams","Alarm call","Male/Female",NA,24.7808383401915,1.41666666666667
"halqved","plot_6","jkn","first","first",2017-04-17 07:38:16,"2017",17,131.266666666667,"ringa","Song","Male",NA,45.0803115237691,4.5
"halqved","plot_8","jkn","first","first",2017-04-17 06:55:29,"2017",17,88.4833333333333,"kungl","Song","Male",NA,16.5555506163819,3.31666666666667
"halqved","plot_8","jkn","first","first",2017-04-17 06:54:19,"2017",17,87.3166666666667,"notsa","Alarm call","Male/Female",NA,47.4857196159245,2.15
"halqved","plot_8","jkn","first","first",2017-04-17 06:54:43,"2017",17,87.7166666666667,"bofik","Song","Male",NA,34.8391654953686,2.55
"stocksatra","plot_104","jkn","first","first",2018-04-17 05:51:26,"2018",17,24.4333333333333,"taltt","Alarm call","Male/Female",NA,24.8355037039004,4.58333333333333
"stocksatra","plot_104","jkn","first","first",2018-04-17 05:47:02,"2018",17,20.0333333333333,"gardg","Song","Male",NA,36.1698794304177,0.183333333333333
"stocksatra","plot_104","jkn","first","first",2018-04-17 05:47:16,"2018",17,20.2666666666667,"bofik","Song","Male",NA,8.40044269338353,0.416666666666667
"stocksatra","plot_104","jkn","first","first",2018-04-17 05:47:12,"2018",17,20.2,"bofik","Song","Male",NA,37.8163016610491,0.35
"kyrkstigen","plot_118","jkn","first","first",2018-04-17 10:47:50,"2018",17,320.833333333333,"jarnv","Song","Male",NA,47.1380870644428,0.55
"kyrkstigen","plot_118","jkn","first","first",2018-04-17 10:52:01,"2018",17,325.016666666667,"blams","Alarm call","Male/Female",NA,28.4166835954913,4.73333333333333
"kyrkstigen","plot_122","jkn","first","first",2018-04-17 07:46:09,"2018",17,139.15,"blams","Alarm call","Male/Female",NA,38.0319966917126,2.18333333333333
"stocksatra","plot_123","jkn","first","first",2018-04-17 06:32:29,"2018",17,65.4833333333333,"talla","Song","Male",NA,28.2512108409481,2.63333333333333
"stocksatra","plot_125","jkn","first","first",2018-04-17 06:50:38,"2018",17,83.6333333333333,"talge","Song","Male",NA,26.6575913345861,0.233333333333333
"stocksatra","plot_125","jkn","first","first",2018-04-17 06:55:24,"2018",17,88.4,"talge","Alarm call","Male/Female",NA,15.5717386834569,5
"stocksatra","plot_46","jkn","first","first",2018-04-17 06:07:45,"2018",17,40.75,"talge","Alarm call","Male/Female",NA,22.4073669860704,0.166666666666667
"stocksatra","plot_46","jkn","first","first",2018-04-17 06:08:04,"2018",17,41.0666666666667,"bofik","Song","Male",NA,42.7790143391959,0.483333333333333
"stocksatra","plot_49","jkn","first","first",2018-04-17 05:25:58,"2018",17,-1.03333333333333,"gardg","Song","Male",NA,47.4183194437518,1.1
"kyrkstigen","plot_52","jkn","first","first",2018-04-17 08:37:44,"2018",17,190.733333333333,"rodhe","Song","Male",NA,31.1126249386929,1.11666666666667
"kyrkstigen","plot_52","jkn","first","first",2018-04-17 08:37:10,"2018",17,190.166666666667,"talge","Alarm call","Male",2,5.32780155515246,0.55
"kyrkstigen","plot_52","jkn","first","first",2018-04-17 08:36:46,"2018",17,189.766666666667,"talge","Alarm call","Male/Female",NA,18.6832979219561,0.15
"kyrkstigen","plot_53","jkn","first","first",2018-04-17 09:14:05,"2018",17,227.083333333333,"koltt","Alarm call","Male/Female",NA,40.7275752779463,4.61666666666667
"kyrkstigen","plot_53","jkn","first","first",2018-04-17 09:11:21,"2018",17,224.35,"talge","Song","Male",NA,40.8349497798568,1.88333333333333
"kyrkstigen","plot_53","jkn","first","first",2018-04-17 09:10:52,"2018",17,223.866666666667,"rodhe","Song","Male",NA,48.7551946798943,1.4
"kyrkstigen","plot_55","jkn","first","first",2018-04-17 09:39:41,"2018",17,252.683333333333,"bofik","Song","Male",NA,43.7839191063351,0.1
"kyrkstigen","plot_55","jkn","first","first",2018-04-17 09:40:23,"2018",17,253.383333333333,"talge","Alarm call","Male/Female",NA,31.4476934364852,0.8
"kyrkstigen","plot_58","jkn","first","first",2018-04-17 10:07:43,"2018",17,280.716666666667,"rodhe","Song","Male",NA,28.2509307148165,3.76666666666667
"kyrkstigen","plot_58","jkn","first","first",2018-04-17 10:04:30,"2018",17,277.5,"gardg","Song","Male",NA,26.5481456758233,0.55
"kyrkstigen","plot_58","jkn","first","first",2018-04-17 10:05:31,"2018",17,278.516666666667,"talge","In breeding habitat: bird seen","Female",NA,2.58092250927134,1.56666666666667
"kyrkstigen","plot_58","jkn","first","first",2018-04-17 10:04:16,"2018",17,277.266666666667,"taltt","Song","Male",NA,38.5419472801567,0.316666666666667
"kyrkstigen","plot_58","jkn","first","first",2018-04-17 10:04:45,"2018",17,277.75,"talge","In breeding habitat: bird seen","Male",4,5.05496222423345,0.8
"kyrkstigen","plot_60","jkn","first","first",2018-04-17 11:11:02,"2018",17,344.033333333333,"jarnv","Song","Male",NA,40.9805218653268,3.25
"kyrkstigen","plot_60","jkn","first","first",2018-04-17 11:10:15,"2018",17,343.25,"svars","Song","Male",NA,45.3529686009779,2.46666666666667
"kyrkstigen","plot_60","jkn","first","first",2018-04-17 11:10:03,"2018",17,343.05,"bofik","Song","Male",NA,46.2849706356733,2.26666666666667
"kyrkstigen","plot_60","jkn","first","first",2018-04-17 11:08:26,"2018",17,341.433333333333,"bofik","Song","Male",NA,39.1638144469437,0.65
"kyrkstigen","plot_60","jkn","first","first",2018-04-17 11:08:42,"2018",17,341.7,"taltt","Song","Male",NA,47.5885403289281,0.916666666666667
"tjaderleksmossen","plot_111","jkn","first","first",2019-04-17 09:50:25,"2019",17,263.416666666667,"svars","Song","Male",NA,26.7513894023537,3.38333333333333
"tjaderleksmossen","plot_111","jkn","first","first",2019-04-17 09:51:33,"2019",17,264.55,"blams","Alarm call","Male/Female",NA,39.0806278736738,4.51666666666667
"tjaderleksmossen","plot_113","jkn","first","first",2019-04-17 10:13:43,"2019",17,286.716666666667,"kungl","Song","Male",NA,40.5903260529278,2.33333333333333
"tjaderleksmossen","plot_113","jkn","first","first",2019-04-17 10:14:15,"2019",17,287.25,"bofik","Alarm call","Male/Female",NA,19.3822876309903,2.86666666666667
"tjaderleksmossen","plot_113","jkn","first","first",2019-04-17 10:12:49,"2019",17,285.816666666667,"tofss","Song","Male",NA,31.8477155386161,1.43333333333333
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:36:06,"2019",17,189.1,"trake","Alarm call","Male/Female",NA,38.6520948778627,3.05
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:37:22,"2019",17,190.366666666667,"bofik","Song","Male",NA,36.2372146875627,4.31666666666667
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:34:33,"2019",17,187.55,"bofik","Song","Male",NA,27.7508349424398,1.5
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:34:07,"2019",17,187.116666666667,"rodhe","Song","Male",NA,46.6856524837756,1.06666666666667
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:33:41,"2019",17,186.683333333333,"jarnv","Song","Male",NA,20.1182967906929,0.633333333333333
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:33:09,"2019",17,186.15,"kungl","Song","Male",NA,19.6734126328137,0.1
"tjaderleksmossen","plot_114","jkn","first","first",2019-04-17 08:33:27,"2019",17,186.45,"gardg","Song","Male",NA,25.7337165567221,0.4
"tjaderleksmossen","plot_115","jkn","first","first",2019-04-17 08:53:18,"2019",17,206.3,"rodhe","Song","Male",NA,30.5266804782246,1.46666666666667
"tjaderleksmossen","plot_115","jkn","first","first",2019-04-17 08:51:58,"2019",17,204.966666666667,"bofik","Song","Male",NA,32.2190956301173,0.133333333333333
"orsjon","plot_73","jkn","first","first",2019-04-17 06:57:29,"2019",17,90.4833333333333,"notsa","In breeding habitat: bird seen","Male/Female",8,16.1395794943185,4.33333333333333
"orsjon","plot_73","jkn","first","first",2019-04-17 06:53:23,"2019",17,86.3833333333333,"bofik","Song","Male",NA,47.3530285497275,0.233333333333333
"orsjon","plot_73","jkn","first","first",2019-04-17 06:57:39,"2019",17,90.65,"notsa","Nest with eggs","Male/Female",5,9.8044941578543,4.5
"orsjon","plot_74","jkn","first","first",2019-04-17 06:30:50,"2019",17,63.8333333333333,"bofik","Alarm call","Male/Female",NA,16.7440950235779,1.46666666666667
"orsjon","plot_74","jkn","first","first",2019-04-17 06:29:30,"2019",17,62.5,"blams","Song","Male",NA,20.4791965033636,0.133333333333333
"orsjon","plot_74","jkn","first","first",2019-04-17 06:30:02,"2019",17,63.0333333333333,"stort","In breeding habitat: bird seen","Male/Female",12,29.6212427149128,0.666666666666667
"orsjon","plot_74","jkn","first","first",2019-04-17 06:30:28,"2019",17,63.4666666666667,"bofik","Song","Male",NA,35.1070959956231,1.1
"orsjon","plot_75","jkn","first","first",2019-04-17 06:04:12,"2019",17,37.2,"svars","Song","Male",NA,27.6857690690337,0.166666666666667
"orsjon","plot_75","jkn","first","first",2019-04-17 06:04:23,"2019",17,37.3833333333333,"talge","Alarm call","Male/Female",NA,14.0701174441911,0.35
"orsjon","plot_75","jkn","first","first",2019-04-17 06:04:31,"2019",17,37.5166666666667,"blams","Alarm call","Male/Female",NA,25.7475959451846,0.483333333333333
"orsjon","plot_75","jkn","first","first",2019-04-17 06:06:44,"2019",17,39.7333333333333,"talge","In breeding habitat: bird seen","Female",13,15.2259926099538,2.7
"orsjon","plot_79","jkn","first","first",2019-04-17 07:28:25,"2019",17,121.416666666667,"blams","In breeding habitat: bird seen","Male",7,10.5805552313655,2.38333333333333
"orsjon","plot_79","jkn","first","first",2019-04-17 07:28:16,"2019",17,121.266666666667,"blams","In breeding habitat: bird seen","Female",6,11.1636189921317,2.23333333333333
"halqved","plot_1","jkn","third","first",2019-05-17 06:51:03,"2019",47,163.05,"bofik","Alarm call","Male/Female",NA,23.0172265543548,1.95
"halqved","plot_1","jkn","third","first",2019-05-17 06:52:31,"2019",47,164.516666666667,"kungl","Song","Male",NA,14.3293430236074,3.41666666666667
"halqved","plot_33","jkn","third","first",2019-05-17 04:34:33,"2019",47,26.55,"bofik","Song","Male",NA,47.2711887381898,0.3
"halqved","plot_33","jkn","third","first",2019-05-17 04:35:16,"2019",47,27.2666666666667,"spark","Song","Male",6,46.7017265125894,1.01666666666667
"halqved","plot_33","jkn","third","first",2019-05-17 04:36:15,"2019",47,28.25,"blams","Alarm call","Male/Female",NA,28.2580566986282,2
"halqved","plot_36","jkn","third","first",2019-05-17 04:55:16,"2019",47,47.2666666666667,"bofik","Alarm call","Male/Female",NA,17.1136831478118,2.2
"halqved","plot_36","jkn","third","first",2019-05-17 04:55:10,"2019",47,47.1666666666667,"bofik","Alarm call","Male/Female",NA,28.0396910289834,2.1
"halqved","plot_36","jkn","third","first",2019-05-17 04:54:19,"2019",47,46.3166666666667,"talge","Alarm call","Male/Female",NA,28.0349689391866,1.25
"halqved","plot_37","jkn","third","first",2019-05-17 06:17:35,"2019",47,129.583333333333,"koltt","Alarm call","Male/Female",NA,39.0758496486301,2.23333333333333
"halqved","plot_37","jkn","third","first",2019-05-17 06:19:14,"2019",47,131.233333333333,"koltt","In breeding habitat: bird seen","Male",3,28.4862682186575,3.88333333333333
"halqved","plot_37","jkn","third","first",2019-05-17 06:19:54,"2019",47,131.9,"lovse","Song","Male",NA,43.3272051260238,4.55
"halqved","plot_37","jkn","third","first",2019-05-17 06:15:29,"2019",47,127.483333333333,"talge","Alarm call","Male/Female",NA,26.4242311494432,0.133333333333333
"halqved","plot_37","jkn","third","first",2019-05-17 06:17:16,"2019",47,129.266666666667,"blams","Alarm call","Male/Female",NA,18.9572689564752,1.91666666666667
"halqved","plot_4","jkn","third","first",2019-05-17 05:18:24,"2019",47,70.4,"svars","Song","Male",NA,30.6915271921096,2.65
"halqved","plot_4","jkn","third","first",2019-05-17 05:16:44,"2019",47,68.7333333333333,"taltt","Song","Male",NA,40.0495285965551,0.983333333333333
"halqved","plot_4","jkn","third","first",2019-05-17 05:16:05,"2019",47,68.0833333333333,"rodhe","Song","Male",NA,28.2775032177052,0.333333333333333
"halqved","plot_6","jkn","third","first",2019-05-17 05:56:14,"2019",47,108.233333333333,"talge","In breeding habitat: bird seen","Male",4,18.2674967822798,1.06666666666667
"halqved","plot_8","jkn","third","first",2019-05-17 05:38:15,"2019",47,90.25,"rodhe","Song","Male",NA,11.0069456817694,2.13333333333333
"halqved","plot_8","jkn","third","first",2019-05-17 05:40:05,"2019",47,92.0833333333333,"gardg","Song","Male",NA,42.5232041959295,3.96666666666667
"kilsjon","plot_85","jkn","third","first",2019-05-17 09:21:25,"2019",47,313.416666666667,"taltt","In breeding habitat: bird seen","Male/Female",5,13.6526027788835,2.58333333333333
"kilsjon","plot_85","jkn","third","first",2019-05-17 09:22:17,"2019",47,314.283333333333,"koltt","In breeding habitat: bird seen","Male",0,37.2331719110632,3.45
"kilsjon","plot_85","jkn","third","first",2019-05-17 09:23:12,"2019",47,315.2,"talla","Song","Male",NA,48.6640204324666,4.36666666666667
"kilsjon","plot_85","jkn","third","first",2019-05-17 09:23:43,"2019",47,315.716666666667,"tofss","Song","Male",NA,25.3478980983844,4.88333333333333
"kilsjon","plot_87","jkn","third","first",2019-05-17 08:21:45,"2019",47,253.75,"talge","Song","Male",NA,28.1993534692356,3.46666666666667
"kilsjon","plot_88","jkn","third","first",2019-05-17 08:36:05,"2019",47,268.083333333333,"lovse","Song","Male",NA,32.3170728258267,0.166666666666667
"sodersjon","plot_91","jkn","fifth","first",2017-06-17 08:59:11,"2017",78,332.183333333333,"bofik","Song","Male",NA,47.3781272949123,0.466666666666667
"sodersjon","plot_91","jkn","fifth","first",2017-06-17 09:00:36,"2017",78,333.6,"talge","Song","Male",NA,15.917283978431,1.88333333333333
"sodersjon","plot_91","jkn","fifth","first",2017-06-17 09:02:22,"2017",78,335.366666666667,"kungl","Song","Male",NA,46.1050087801874,3.65
"sodersjon","plot_94","jkn","fifth","first",2017-06-17 07:51:43,"2017",78,264.716666666667,"talla","Alarm call","Male/Female",NA,21.0082730608918,2.7
"sodersjon","plot_94","jkn","fifth","first",2017-06-17 07:51:52,"2017",78,264.866666666667,"talge","Alarm call","Male/Female",NA,4.83150216943956,2.85
"sodersjon","plot_94","jkn","fifth","first",2017-06-17 07:53:05,"2017",78,266.083333333333,"talge","Song","Male",NA,6.96230418474474,4.06666666666667
"sodersjon","plot_95","jkn","fifth","first",2017-06-17 08:22:48,"2017",78,295.8,"talla","Alarm call","Male/Female",NA,6.78422316937715,0.483333333333333
"sodersjon","plot_95","jkn","fifth","first",2017-06-17 08:22:56,"2017",78,295.933333333333,"blams","Alarm call","Male/Female",NA,30.9943839791324,0.616666666666667
"sodersjon","plot_95","jkn","fifth","first",2017-06-17 08:23:05,"2017",78,296.083333333333,"rodhe","Alarm call","Male/Female",NA,40.0491817175402,0.766666666666667
"sodersjon","plot_95","jkn","fifth","first",2017-06-17 08:23:44,"2017",78,296.733333333333,"talla","Song","Male",NA,13.0748413205814,1.41666666666667
"sodersjon","plot_95","jkn","fifth","first",2017-06-17 08:24:26,"2017",78,297.433333333333,"talge","Song","Male",NA,29.48694869347,2.11666666666667
"sodersjon","plot_95","jkn","fifth","first",2017-06-17 08:27:05,"2017",78,300.083333333333,"tofss","Song","Male",NA,38.5503876130124,4.76666666666667
"sodersjon","plot_98","jkn","fifth","first",2017-06-17 07:13:33,"2017",78,226.55,"bofik","Song","Male",NA,44.6464712607463,0.166666666666667
"sodersjon","plot_98","jkn","fifth","first",2017-06-17 07:13:41,"2017",78,226.683333333333,"bofik","Song","Male",NA,35.053353677696,0.3
"sodersjon","plot_99","jkn","fifth","first",2017-06-17 06:39:36,"2017",78,192.6,"rodhe","Song","Male",NA,32.0998928900784,0.266666666666667
"sodersjon","plot_99","jkn","fifth","first",2017-06-17 06:40:09,"2017",78,193.15,"kungl","Song","Male",NA,21.9247441821039,0.816666666666667
"sodersjon","plot_99","jkn","fifth","first",2017-06-17 06:40:21,"2017",78,193.35,"talge","Alarm call","Male/Female",7,8.70337393273098,1.01666666666667
"sodersjon","plot_99","jkn","fifth","first",2017-06-17 06:42:04,"2017",78,195.066666666667,"bofik","In breeding habitat: bird seen","Female",6,20.7326424232214,2.73333333333333
"sodersjon","plot_99","jkn","fifth","first",2017-06-17 06:42:18,"2017",78,195.3,"blams","Alarm call","Male/Female",10,10.4947897191941,2.96666666666667
"orsjon","plot_116","jkn","first","first",2017-04-18 08:49:25,"2017",18,205.416666666667,"tofss","Song","Male",NA,19.9418687863708,0.716666666666667
"orsjon","plot_116","jkn","first","first",2017-04-18 08:48:42,"2017",18,204.7,"tofss","Song","Male",NA,20.9993070076434,0
"orsjon","plot_73","jkn","first","first",2017-04-18 08:06:57,"2017",18,162.95,"notva","Song","Male",NA,40.0158415451453,3.3
"orsjon","plot_73","jkn","first","first",2017-04-18 08:06:51,"2017",18,162.85,"tofss","Song","Male",NA,10.322233328143,3.2
"orsjon","plot_73","jkn","first","first",2017-04-18 08:06:13,"2017",18,162.216666666667,"notva","Alarm call","Male/Female",NA,40.8611914873525,2.56666666666667
"orsjon","plot_73","jkn","first","first",2017-04-18 08:04:44,"2017",18,160.733333333333,"rodhe","Song","Male",NA,43.8809967554067,1.08333333333333
"orsjon","plot_73","jkn","first","first",2017-04-18 08:05:15,"2017",18,161.25,"grona","Song","Male",NA,12.4060323346915,1.6
"orsjon","plot_73","jkn","first","first",2017-04-18 08:04:11,"2017",18,160.183333333333,"talge","In breeding habitat: bird seen","Male/Female",NA,2.38264648049836,0.533333333333333
"orsjon","plot_73","jkn","first","first",2017-04-18 08:03:39,"2017",18,159.65,"talge","Alarm call","Male/Female",NA,18.3555332354846,0
"orsjon","plot_74","jkn","first","first",2017-04-18 07:21:12,"2017",18,117.2,"svars","Song","Male",NA,28.5858921465666,1.11666666666667
"orsjon","plot_74","jkn","first","first",2017-04-18 07:21:19,"2017",18,117.316666666667,"bofik","Alarm call","Male/Female",NA,30.1707377981656,1.23333333333333
"orsjon","plot_74","jkn","first","first",2017-04-18 07:20:05,"2017",18,116.083333333333,"bofik","Song","Male",NA,36.9774165416925,0
"orsjon","plot_74","jkn","first","first",2017-04-18 07:25:04,"2017",18,121.066666666667,"blams","Alarm call","Male/Female",NA,24.4771460405721,4.98333333333333
"orsjon","plot_74","jkn","first","first",2017-04-18 07:20:40,"2017",18,116.666666666667,"stort","Song","Male",NA,8.45848387182793,0.583333333333333
"orsjon","plot_75","jkn","first","first",2017-04-18 06:46:05,"2017",18,82.0833333333333,"bofik","Alarm call","Male/Female",NA,35.2130592460831,1.93333333333333
"orsjon","plot_75","jkn","first","first",2017-04-18 06:44:09,"2017",18,80.15,"morka","Song","Male",NA,26.6772644652591,0
"orsjon","plot_75","jkn","first","first",2017-04-18 06:44:55,"2017",18,80.9166666666667,"bofik","Song","Male",NA,44.8336803253196,0.766666666666667
"orsjon","plot_79","jkn","first","first",2017-04-18 05:57:41,"2017",18,33.6833333333333,"bofik","Song","Male",NA,45.0448907541949,3.68333333333333
"orsjon","plot_79","jkn","first","first",2017-04-18 05:57:18,"2017",18,33.3,"talla","Alarm call","Male/Female",NA,43.4937746797282,3.3
"orsjon","plot_79","jkn","first","first",2017-04-18 05:57:51,"2017",18,33.85,"talla","Song","Male",NA,38.5586638628515,3.85
"orsjon","plot_79","jkn","first","first",2017-04-18 05:54:48,"2017",18,30.8,"kungl","Song","Male",NA,37.7425650974364,0.8
"tjaderleksmossen","plot_111","jkn","third","first",2017-05-18 08:02:52,"2017",48,236.866666666667,"rodhe","Song","Male",NA,35.9013840089822,0.183333333333333
"tjaderleksmossen","plot_111","jkn","third","first",2017-05-18 08:03:25,"2017",48,237.416666666667,"talge","Song","Male",NA,26.3033569572189,0.733333333333333
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:16:30,"2017",48,190.5,"bofik","Song","Male",NA,7.08862976153146,2.58333333333333
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:14:07,"2017",48,188.116666666667,"talge","Alarm call","Male",3,8.95572131371156,0.2
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:14:18,"2017",48,188.3,"talge","Alarm call","Female",3,9.16162233513366,0.383333333333333
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:15:03,"2017",48,189.05,"rodhe","Song","Male",NA,44.2110194955058,1.13333333333333
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:15:20,"2017",48,189.333333333333,"kungl","Song","Male",NA,19.1350282466831,1.41666666666667
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:14:35,"2017",48,188.583333333333,"kungl","Song","Male",13,13.4354090968482,0.666666666666667
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:15:53,"2017",48,189.883333333333,"gardg","Song","Male",NA,14.9621689432933,1.96666666666667
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:18:36,"2017",48,192.6,"kungl","Song","Male",NA,20.2447121825685,4.68333333333333
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:16:42,"2017",48,190.7,"bofik","In breeding habitat: bird seen","Male",8,7.23853143709829,2.78333333333333
"tjaderleksmossen","plot_113","jkn","third","first",2017-05-18 07:17:12,"2017",48,191.2,"bofik","Song","Male",NA,38.7240992402284,3.28333333333333
"tjaderleksmossen","plot_114","jkn","third","first",2017-05-18 06:29:45,"2017",48,143.75,"bofik","Alarm call","Male/Female",NA,42.7741684900755,2.65
"tjaderleksmossen","plot_114","jkn","third","first",2017-05-18 06:27:17,"2017",48,141.283333333333,"gardg","Song","Male",NA,13.911903428441,0.183333333333333
"tjaderleksmossen","plot_115","jkn","third","first",2017-05-18 05:52:14,"2017",48,106.233333333333,"gardg","Song","Male",NA,45.3132299283534,1.56666666666667
"tjaderleksmossen","plot_124","jkn","third","first",2017-05-18 08:47:51,"2017",48,281.85,"gardg","Alarm call","Male/Female",4,23.0365072260559,0.25
"tjaderleksmossen","plot_124","jkn","third","first",2017-05-18 08:49:45,"2017",48,283.75,"gardg","In breeding habitat: bird seen","Male/Female",0,34.5931497269856,2.15
"hallsbo","plot_205","ses","third","first",2017-05-18 07:15:00,"2017",48,189,"stort","In breeding habitat: bird seen","Female",2,31.9934754111645,0
"hallsbo","plot_205","ses","third","first",2017-05-18 07:16:00,"2017",48,190,"gardg","Song","Male",1,48.9814317248448,1
"hallsbo","plot_205","ses","third","first",2017-05-18 07:15:00,"2017",48,189,"stort","Song","Male",2,32.2249098253607,0
"hallsbo","plot_205","ses","third","first",2017-05-18 07:15:00,"2017",48,189,"koltt","In breeding habitat: bird seen","Male",5,6.80602471975396,0
"hallsbo","plot_206","ses","third","first",2017-05-18 06:20:00,"2017",48,134,"rodhe","Song","Male",3,31.9389530548241,0
"hallsbo","plot_206","ses","third","first",2017-05-18 06:21:00,"2017",48,135,"bofik","Song","Male",10,37.4062713402378,1
"hallsbo","plot_206","ses","third","first",2017-05-18 06:21:00,"2017",48,135,"bofik","Song","Male",10,32.1913330570324,1
"hallsbo","plot_206","ses","third","first",2017-05-18 06:23:00,"2017",48,137,"blams","In breeding habitat: bird seen","Male/Female",15,30.72426549834,3
"hallsbo","plot_206","ses","third","first",2017-05-18 06:24:00,"2017",48,138,"talge","Song","Male",15,44.6639617090787,4
"hallsbo","plot_206","ses","third","first",2017-05-18 06:25:00,"2017",48,139,"stenk","Song","Male",15,45.8633232985061,5
"kungshamn","plot_301","ses","third","first",2018-05-18 06:28:00,"2018",48,142,"bofik","Song","Male",10,43.5346024586861,3
"kungshamn","plot_301","ses","third","first",2018-05-18 06:25:00,"2018",48,139,"blams","Alarm call","Male/Female",10,31.6940927303261,0
"kungshamn","plot_301","ses","third","first",2018-05-18 06:28:00,"2018",48,142,"bofik","Song","Male",10,32.2556090198756,3
"kungshamn","plot_301","ses","third","first",2018-05-18 06:28:00,"2018",48,142,"talge","In breeding habitat: bird seen","Male/Female",NA,34.8801261613118,3
"kungshamn","plot_301","ses","third","first",2018-05-18 06:30:00,"2018",48,144,"talge","Song","Male",10,24.227755072311,5
"ravsta","plot_201","ses","fourth","first",2017-06-18 08:05:00,"2017",79,279,"rodhe","In breeding habitat: bird seen","Male/Female",2,41.2753371401537,5
"ravsta","plot_211","ses","fourth","first",2017-06-18 06:38:00,"2017",79,192,"bofik","Song","Male",NA,43.5240762078611,0
"ravsta","plot_211","ses","fourth","first",2017-06-18 06:38:00,"2017",79,192,"koltt","Alarm call","Male",NA,31.8715077025682,0
"ravsta","plot_211","ses","fourth","first",2017-06-18 06:40:00,"2017",79,194,"talge","In breeding habitat: bird seen","Male",10,17.4634153141608,2
"ravsta","plot_211","ses","fourth","first",2017-06-18 06:41:00,"2017",79,195,"bofik","Song","Male",10,18.2681975563382,3
"sodersjon","plot_100","jkn","first","first",2017-04-19 05:11:00,"2017",19,-10,"taltt","Song","Male",NA,32.51966966327,0.183333333333333
"sodersjon","plot_100","jkn","first","first",2017-04-19 05:11:55,"2017",19,-9.08333333333333,"talge","Song","Male",NA,21.1513725040677,1.1
"sodersjon","plot_100","jkn","first","first",2017-04-19 05:12:21,"2017",19,-8.65,"jarnv","Song","Male",NA,19.876139050595,1.53333333333333
"sodersjon","plot_117","jkn","first","first",2017-04-19 10:27:24,"2017",19,306.4,"taltt","In breeding habitat: bird seen","Male/Female",NA,41.0886610251794,4.7
"sodersjon","plot_117","jkn","first","first",2017-04-19 10:23:02,"2017",19,302.033333333333,"bofik","Song","Male",NA,46.051554787967,0.333333333333333
"sodersjon","plot_117","jkn","first","first",2017-04-19 10:23:10,"2017",19,302.166666666667,"bofik","Song","Male",NA,27.2447175621047,0.466666666666667
"sodersjon","plot_89","jkn","first","first",2017-04-19 09:36:45,"2017",19,255.75,"bofik","Song","Male",NA,43.1911316827968,0
"sodersjon","plot_89","jkn","first","first",2017-04-19 09:37:19,"2017",19,256.316666666667,"gardg","Song","Male",NA,41.4266153490707,0.566666666666667
"sodersjon","plot_89","jkn","first","first",2017-04-19 09:37:59,"2017",19,256.983333333333,"talge","Alarm call","Male/Female",NA,28.3247542575198,1.23333333333333
"sodersjon","plot_89","jkn","first","first",2017-04-19 09:38:27,"2017",19,257.45,"talge","In breeding habitat: bird seen","Male/Female",NA,29.4334749432328,1.7
"sodersjon","plot_89","jkn","first","first",2017-04-19 09:39:10,"2017",19,258.166666666667,"blams","In breeding habitat: bird seen","Male/Female",NA,28.6052338848346,2.41666666666667
"sodersjon","plot_89","jkn","first","first",2017-04-19 09:41:09,"2017",19,260.15,"bofik","Song","Male",NA,47.3821525141645,4.4
"sodersjon","plot_90","jkn","first","first",2017-04-19 08:58:46,"2017",19,217.766666666667,"talge","Alarm call","Male/Female",NA,25.4807449869849,0
"sodersjon","plot_90","jkn","first","first",2017-04-19 08:59:09,"2017",19,218.15,"gardg","Alarm call","Male/Female",NA,29.112929691596,0.383333333333333
"sodersjon","plot_90","jkn","first","first",2017-04-19 09:02:12,"2017",19,221.2,"talla","Alarm call","Male/Female",NA,18.9653041103304,3.43333333333333
"sodersjon","plot_90","jkn","first","first",2017-04-19 09:02:34,"2017",19,221.566666666667,"talla","Song","Male",NA,21.6671383261135,3.8
