"block","plot","observer","visit","sampling_period","Rts_obs","obs_year","dp_march","min_post_sunrise","species","behaviour","sex","height","dist","minutes_to_obs"
"hallsbo","plot_205","ses","second","first",2017-05-01 07:21:00,"2017",31,153,"talge","In breeding habitat: bird seen","Male/Female",10,21.6080840426946,1
"hallsbo","plot_205","ses","second","first",2017-05-01 07:21:00,"2017",31,153,"talge","In breeding habitat: bird seen","Male/Female",10,21.5637677229335,1
"hallsbo","plot_206","ses","second","first",2017-05-01 08:21:00,"2017",31,213,"gronk","Song","Male",10,26.5557581191657,1
"hallsbo","plot_206","ses","second","first",2017-05-01 08:25:00,"2017",31,217,"talge","In breeding habitat: bird seen","Male",6,44.4067337250955,5
"hallsbo","plot_206","ses","second","first",2017-05-01 08:20:00,"2017",31,212,"rodhe","Song","Male",2,34.2341770460708,0
"hallsbo","plot_206","ses","second","first",2017-05-01 08:21:00,"2017",31,213,"stort","In breeding habitat: bird seen","Male/Female",5,45.8426162103685,1
"hallsbo","plot_206","ses","second","first",2017-05-01 08:22:00,"2017",31,214,"talge","Song","Male",NA,45.6722953546978,2
"hallsbo","plot_206","ses","second","first",2017-05-01 08:25:00,"2017",31,217,"kungl","Song","Male",10,40.7623235689532,5
"hallsbo","plot_206","ses","second","first",2017-05-01 08:20:00,"2017",31,212,"tofss","Song","Male",15,40.9022677412728,0
"halqved","plot_1","jkn","fourth","first",2017-06-01 09:06:25,"2017",62,326.416666666667,"talge","Alarm call","Male/Female",NA,20.7747170822846,1.18333333333333
"halqved","plot_1","jkn","fourth","first",2017-06-01 09:06:42,"2017",62,326.7,"rodhe","Song","Male",NA,14.9205916184808,1.46666666666667
"halqved","plot_1","jkn","fourth","first",2017-06-01 09:09:38,"2017",62,329.633333333333,"jarnv","Song","Male",NA,25.6336947008407,4.4
"soderlejde","plot_25","jkn","fourth","first",2017-06-01 05:17:39,"2017",62,97.65,"bofik","Song","Male",NA,38.3929970155878,0.166666666666667
"soderlejde","plot_26","jkn","fourth","first",2017-06-01 07:10:07,"2017",62,210.116666666667,"bofik","Song","Male",NA,36.7723020881988,2.66666666666667
"soderlejde","plot_26","jkn","fourth","first",2017-06-01 07:08:06,"2017",62,208.1,"korp","Alarm call","Male/Female",NA,37.9473168046047,0.65
"soderlejde","plot_30","jkn","fourth","first",2017-06-01 07:50:36,"2017",62,250.6,"svars","Song","Male",NA,36.3532176658265,4.15
"soderlejde","plot_30","jkn","fourth","first",2017-06-01 07:51:12,"2017",62,251.2,"talge","Alarm call","Male/Female",NA,26.0418293691665,4.75
"soderlejde","plot_30","jkn","fourth","first",2017-06-01 07:46:41,"2017",62,246.683333333333,"kungl","Song","Male",NA,18.4395405463162,0.233333333333333
"soderlejde","plot_30","jkn","fourth","first",2017-06-01 07:46:47,"2017",62,246.783333333333,"trake","Alarm call","Male/Female",NA,31.9781928106825,0.333333333333333
"soderlejde","plot_30","jkn","fourth","first",2017-06-01 07:47:27,"2017",62,247.45,"trake","Nest with eggs","Male/Female",3,31.8364459289269,1
"soderlejde","plot_31","jkn","fourth","first",2017-06-01 08:21:03,"2017",62,281.05,"talge","Song","Male",NA,27.2501521876866,1.58333333333333
"soderlejde","plot_31","jkn","fourth","first",2017-06-01 08:21:19,"2017",62,281.316666666667,"talge","In breeding habitat: bird seen","Male/Female",1,23.3301683382538,1.85
"soderlejde","plot_31","jkn","fourth","first",2017-06-01 08:21:38,"2017",62,281.633333333333,"talge","Song","Male",NA,23.8153725992378,2.16666666666667
"halqved","plot_37","jkn","fourth","first",2017-06-01 04:39:43,"2017",62,59.7166666666667,"rodhe","Song","Male",NA,38.5957379803701,4.1
"halqved","plot_37","jkn","fourth","first",2017-06-01 04:35:54,"2017",62,55.9,"svara","Song","Male",NA,35.2280666146588,0.283333333333333
"halqved","plot_6","jkn","fourth","first",2017-06-01 03:28:01,"2017",62,-11.9833333333333,"rodhe","Song","Male",NA,32.0030553069047,0.283333333333333
"halqved","plot_8","jkn","fourth","first",2017-06-01 04:02:50,"2017",62,22.8333333333333,"blams","Alarm call","Male/Female",NA,14.3963633688883,0.15
"halqved","plot_8","jkn","fourth","first",2017-06-01 04:03:21,"2017",62,23.35,"kungl","Song","Male",NA,20.9744466106843,0.666666666666667
"halqved","plot_8","jkn","fourth","first",2017-06-01 04:04:10,"2017",62,24.1666666666667,"svara","Song","Male",NA,47.9403548097283,1.48333333333333
"halqved","plot_8","jkn","fourth","first",2017-06-01 04:06:56,"2017",62,26.9333333333333,"svara","Song","Male",NA,7.55064407802825,4.25
"stenby","plot_119","jkn","fifth","first",2018-06-01 08:46:57,"2018",62,306.95,"koltt","Song","Male",NA,45.5161548445589,2.15
"stenby","plot_119","jkn","fifth","first",2018-06-01 08:45:05,"2018",62,305.083333333333,"trake","In breeding habitat: bird seen","Male/Female",1,7.10569989579369,0.283333333333333
"stenby","plot_119","jkn","fifth","first",2018-06-01 08:48:35,"2018",62,308.583333333333,"rodhe","Song","Male",NA,37.1445608400836,3.78333333333333
"halsingdal","plot_120","jkn","fifth","first",2018-06-01 06:21:02,"2018",62,161.033333333333,"talge","Alarm call","Male/Female",NA,11.9990144720899,0.15
"halsingdal","plot_120","jkn","fifth","first",2018-06-01 06:22:49,"2018",62,162.816666666667,"talge","Alarm call","Male/Female",NA,27.7300349136694,1.93333333333333
"halsingdal","plot_121","jkn","fifth","first",2018-06-01 04:18:40,"2018",62,38.6666666666667,"svare","In breeding habitat: bird seen","Female",2,19.9629305122494,4.66666666666667
"halsingdal","plot_121","jkn","fifth","first",2018-06-01 04:14:29,"2018",62,34.4833333333333,"talge","Alarm call","Male/Female",NA,23.7889587204631,0.483333333333333
"halsingdal","plot_121","jkn","fifth","first",2018-06-01 04:14:06,"2018",62,34.1,"svare","Song","Male",2,23.5290930486309,0.1
"halsingdal","plot_61","jkn","fifth","first",2018-06-01 04:34:10,"2018",62,54.1666666666667,"rodhe","Alarm call","Male/Female",NA,6.17409240582162,0.183333333333333
"halsingdal","plot_61","jkn","fifth","first",2018-06-01 04:34:21,"2018",62,54.35,"talge","Alarm call","Male/Female",NA,21.1403242395706,0.366666666666667
"halsingdal","plot_61","jkn","fifth","first",2018-06-01 04:34:33,"2018",62,54.55,"blams","Alarm call","Male/Female",NA,20.1190321759856,0.566666666666667
"halsingdal","plot_61","jkn","fifth","first",2018-06-01 04:37:37,"2018",62,57.6166666666667,"kungl","Song","Male",NA,28.6876853691296,3.63333333333333
"halsingdal","plot_62","jkn","fifth","first",2018-06-01 04:55:58,"2018",62,75.9666666666667,"talge","Alarm call","Male/Female",NA,24.9398919404193,2.96666666666667
"halsingdal","plot_62","jkn","fifth","first",2018-06-01 04:54:34,"2018",62,74.5666666666667,"bofik","Song","Male",NA,16.8179966393271,1.56666666666667
"halsingdal","plot_62","jkn","fifth","first",2018-06-01 04:54:18,"2018",62,74.3,"gardg","Alarm call","Male/Female",NA,47.2327196581142,1.3
"halsingdal","plot_62","jkn","fifth","first",2018-06-01 04:53:13,"2018",62,73.2166666666667,"koltt","Alarm call","Male/Female",NA,30.7987150805106,0.216666666666667
"halsingdal","plot_62","jkn","fifth","first",2018-06-01 04:53:48,"2018",62,73.8,"bofik","Song","Male",NA,35.7612608329066,0.8
"halsingdal","plot_64","jkn","fifth","first",2018-06-01 07:00:59,"2018",62,200.983333333333,"bofik","Song","Male",NA,43.6178079009227,1.83333333333333
"halsingdal","plot_64","jkn","fifth","first",2018-06-01 06:59:14,"2018",62,199.233333333333,"trake","Song","Male",NA,37.0906502047244,0.0833333333333333
"halsingdal","plot_68","jkn","fifth","first",2018-06-01 05:35:49,"2018",62,115.816666666667,"svars","Song","Male",NA,35.431642368936,1.88333333333333
"halsingdal","plot_68","jkn","fifth","first",2018-06-01 05:34:03,"2018",62,114.05,"gardg","Song","Male",NA,20.7118574737764,0.116666666666667
"halsingdal","plot_68","jkn","fifth","first",2018-06-01 05:34:27,"2018",62,114.45,"grafe","Song","Male",NA,21.7085632552795,0.516666666666667
"halsingdal","plot_68","jkn","fifth","first",2018-06-01 05:34:59,"2018",62,114.983333333333,"bofik","Song","Male",NA,49.4056868025312,1.05
"halsingdal","plot_68","jkn","fifth","first",2018-06-01 05:38:05,"2018",62,118.083333333333,"talla","Alarm call","Male/Female",7,28.8876055707228,4.15
"halsingdal","plot_69","jkn","fifth","first",2018-06-01 05:58:06,"2018",62,138.1,"gardg","Song","Male",NA,40.6123902751286,0.483333333333333
"halsingdal","plot_69","jkn","fifth","first",2018-06-01 06:00:01,"2018",62,140.016666666667,"blams","In breeding habitat: bird seen","Male/Female",1,24.0812308051007,2.4
"halsingdal","plot_69","jkn","fifth","first",2018-06-01 06:00:39,"2018",62,140.65,"talge","Alarm call","Male/Female",NA,22.2517655230086,3.03333333333333
"stenby","plot_71","jkn","fifth","first",2018-06-01 09:03:54,"2018",62,323.9,"bofik","Alarm call","Male/Female",NA,36.9898149254093,0.1
"stenby","plot_71","jkn","fifth","first",2018-06-01 09:05:45,"2018",62,325.75,"talge","Alarm call","Male",13,4.54479567890215,1.95
"stenby","plot_71","jkn","fifth","first",2018-06-01 09:06:39,"2018",62,326.65,"blams","Alarm call","Male/Female",NA,35.1709154341058,2.85
"stenby","plot_72","jkn","fifth","first",2018-06-01 08:25:08,"2018",62,285.133333333333,"svare","Song","Male",NA,21.9139887093209,0.0833333333333333
"sodersjon","plot_100","jkn","second","first",2017-05-02 05:11:39,"2017",32,26.65,"talge","Song","Male",NA,28.6581483395767,1.35
"sodersjon","plot_100","jkn","second","first",2017-05-02 05:14:29,"2017",32,29.4833333333333,"rodhe","Alarm call","Male/Female",NA,21.0525883453036,4.18333333333333
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:05:09,"2017",32,320.15,"rodhe","Song","Male",NA,45.967146399203,1.68333333333333
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:04:39,"2017",32,319.65,"bofik","Song","Male",NA,7.68493968006369,1.18333333333333
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:04:44,"2017",32,319.733333333333,"bofik","In breeding habitat: bird seen","Female",3,10.1986600570898,1.26666666666667
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:06:44,"2017",32,321.733333333333,"bofik","In breeding habitat: bird seen","Male",2,26.7159886628406,3.26666666666667
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:07:26,"2017",32,322.433333333333,"domhe","Alarm call","Male/Female",NA,19.5034064122376,3.96666666666667
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:03:39,"2017",32,318.65,"bofik","Alarm call","Female",NA,22.1160041827225,0.183333333333333
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:04:02,"2017",32,319.033333333333,"rodhe","Song","Male",NA,32.8810020583363,0.566666666666667
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:04:25,"2017",32,319.416666666667,"talge","Alarm call","Male/Female",3,13.1402343814116,0.95
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:06:06,"2017",32,321.1,"bofik","Song","Male",NA,46.6207675529785,2.63333333333333
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:07:50,"2017",32,322.833333333333,"bofik","Song","Male",NA,43.7303809496085,4.36666666666667
"sodersjon","plot_117","jkn","second","first",2017-05-02 10:05:56,"2017",32,320.933333333333,"kungl","Song","Male",NA,38.7271558682311,2.46666666666667
"ravsta","plot_211","ses","second","first",2017-05-02 06:37:00,"2017",32,112,"talge","Song","Male",7,30.8570464608865,2
"ravsta","plot_211","ses","second","first",2017-05-02 06:40:00,"2017",32,115,"gronk","Song","Male",15,29.4210733624935,5
"ravsta","plot_211","ses","second","first",2017-05-02 06:36:00,"2017",32,111,"bofik","In breeding habitat: bird seen","Male/Female",NA,48.248751572597,1
"sodersjon","plot_89","jkn","second","first",2017-05-02 09:22:12,"2017",32,277.2,"blams","Song","Male",NA,26.8707433982837,0.183333333333333
"sodersjon","plot_89","jkn","second","first",2017-05-02 09:22:32,"2017",32,277.533333333333,"rodhe","Song","Male",NA,37.8905508281468,0.516666666666667
"sodersjon","plot_89","jkn","second","first",2017-05-02 09:23:33,"2017",32,278.55,"talge","In breeding habitat: bird seen","Male/Female",5,24.110137158657,1.53333333333333
"sodersjon","plot_89","jkn","second","first",2017-05-02 09:23:48,"2017",32,278.8,"blams","In breeding habitat: bird seen","Male/Female",7,25.0802619478757,1.78333333333333
"sodersjon","plot_89","jkn","second","first",2017-05-02 09:25:29,"2017",32,280.483333333333,"gardg","Song","Male",NA,34.8085207236889,3.46666666666667
"sodersjon","plot_90","jkn","second","first",2017-05-02 08:47:23,"2017",32,242.383333333333,"rodhe","Song","Male",NA,29.4019626535594,0.516666666666667
"sodersjon","plot_90","jkn","second","first",2017-05-02 08:47:49,"2017",32,242.816666666667,"tofss","Song","Male",NA,18.1242672956453,0.95
"sodersjon","plot_91","jkn","second","first",2017-05-02 08:09:31,"2017",32,204.516666666667,"talge","Alarm call","Male/Female",NA,8.04634264504892,0.166666666666667
"sodersjon","plot_91","jkn","second","first",2017-05-02 08:10:02,"2017",32,205.033333333333,"talge","Alarm call","Male/Female",4,10.4658308914998,0.683333333333333
"sodersjon","plot_91","jkn","second","first",2017-05-02 08:12:27,"2017",32,207.45,"grona","Song","Male",NA,22.9029665895861,3.1
"sodersjon","plot_94","jkn","second","first",2017-05-02 06:58:32,"2017",32,133.533333333333,"rodhe","Song","Male",NA,18.6009960205649,0.2
"sodersjon","plot_94","jkn","second","first",2017-05-02 06:59:22,"2017",32,134.366666666667,"rodhe","Song","Male",NA,41.1199730709896,1.03333333333333
"sodersjon","plot_94","jkn","second","first",2017-05-02 07:00:36,"2017",32,135.6,"bofik","Song","Male",NA,45.0916025510232,2.26666666666667
"sodersjon","plot_94","jkn","second","first",2017-05-02 07:00:41,"2017",32,135.683333333333,"grona","Song","Male",NA,28.8040779820161,2.35
"sodersjon","plot_94","jkn","second","first",2017-05-02 07:01:51,"2017",32,136.85,"talge","Song","Male",NA,16.7701866302021,3.51666666666667
"sodersjon","plot_95","jkn","second","first",2017-05-02 07:35:15,"2017",32,170.25,"rodhe","Song","Male",NA,29.6196408409853,1.85
"sodersjon","plot_95","jkn","second","first",2017-05-02 07:37:01,"2017",32,172.016666666667,"talge","Alarm call","Male/Female",NA,15.8349282209589,3.61666666666667
"sodersjon","plot_98","jkn","second","first",2017-05-02 06:23:17,"2017",32,98.2833333333333,"rodhe","Song","Male",NA,23.2766960336338,0.283333333333333
"sodersjon","plot_98","jkn","second","first",2017-05-02 06:23:28,"2017",32,98.4666666666667,"bofik","Song","Male",NA,47.5042737274855,0.466666666666667
"sodersjon","plot_98","jkn","second","first",2017-05-02 06:23:31,"2017",32,98.5166666666667,"talge","Alarm call","Male/Female",NA,27.3767634858763,0.516666666666667
"sodersjon","plot_99","jkn","second","first",2017-05-02 05:52:06,"2017",32,67.1,"talge","Song","Male",NA,16.879240536216,5
"sodersjon","plot_99","jkn","second","first",2017-05-02 05:47:50,"2017",32,62.8333333333333,"talge","Alarm call","Male/Female",17,6.59103114548654,0.733333333333333
"sodersjon","plot_99","jkn","second","first",2017-05-02 05:48:26,"2017",32,63.4333333333333,"bofik","Song","Male",9,10.5948935699716,1.33333333333333
"sodersjon","plot_99","jkn","second","first",2017-05-02 05:49:01,"2017",32,64.0166666666667,"bofik","Alarm call","Male/Female",NA,10.4348563386321,1.91666666666667
"soderlejde","plot_13","jkn","fourth","first",2017-06-02 06:04:10,"2017",63,146.166666666667,"trapa","Song","Male",NA,36.3428244769592,2.98333333333333
"soderlejde","plot_17","jkn","fourth","first",2017-06-02 04:53:05,"2017",63,75.0833333333333,"talge","Alarm call","Male/Female",NA,28.7087550582905,3.83333333333333
"soderlejde","plot_20","jkn","fourth","first",2017-06-02 04:13:37,"2017",63,35.6166666666667,"talge","Song","Male",NA,24.8083610076032,1.18333333333333
"soderlejde","plot_20","jkn","fourth","first",2017-06-02 04:14:46,"2017",63,36.7666666666667,"blams","Song","Male",NA,12.0830594737548,2.33333333333333
"soderlejde","plot_20","jkn","fourth","first",2017-06-02 04:12:41,"2017",63,34.6833333333333,"bofik","Song","Male",NA,19.2164950692176,0.25
"halqved","plot_33","jkn","fourth","first",2017-06-02 07:20:38,"2017",63,222.633333333333,"bofik","Song","Male",NA,45.7138181795749,2.93333333333333
"halqved","plot_33","jkn","fourth","first",2017-06-02 07:20:57,"2017",63,222.95,"bofik","Song","Male",NA,44.5574833496365,3.25
"halqved","plot_33","jkn","fourth","first",2017-06-02 07:21:40,"2017",63,223.666666666667,"talge","Song","Male",NA,26.1555541690941,3.96666666666667
"halqved","plot_36","jkn","fourth","first",2017-06-02 07:54:21,"2017",63,256.35,"rodhe","Song","Male",NA,27.8343286212074,0.633333333333333
"halqved","plot_36","jkn","fourth","first",2017-06-02 07:57:22,"2017",63,259.366666666667,"bofik","Song","Male",NA,47.6676335789085,3.65
"halqved","plot_4","jkn","fourth","first",2017-06-02 09:02:17,"2017",63,324.283333333333,"talla","Alarm call","Male/Female",NA,13.4856828262576,0.183333333333333
"halqved","plot_4","jkn","fourth","first",2017-06-02 09:02:48,"2017",63,324.8,"rodhe","Song","Male",NA,39.7356203531736,0.7
"halqved","plot_4","jkn","fourth","first",2017-06-02 09:06:49,"2017",63,328.816666666667,"talla","Song","Male",NA,46.0609995321996,4.71666666666667
"halqved","plot_4","jkn","fourth","first",2017-06-02 09:06:58,"2017",63,328.966666666667,"kungl","Song","Male",NA,37.0849191410738,4.86666666666667
"halqved","plot_4","jkn","fourth","first",2017-06-02 09:03:36,"2017",63,325.6,"bofik","Song","Male",NA,37.5170029439292,1.5
"soderlejde","plot_5","jkn","fourth","first",2017-06-02 05:29:52,"2017",63,111.866666666667,"talge","Alarm call","Male/Female",NA,33.4678879255762,2.23333333333333
"soderlejde","plot_5","jkn","fourth","first",2017-06-02 05:30:40,"2017",63,112.666666666667,"blams","Alarm call","Male/Female",NA,25.9305598335527,3.03333333333333
"soderlejde","plot_5","jkn","fourth","first",2017-06-02 05:27:48,"2017",63,109.8,"bofik","Song","Male",NA,30.4394851161261,0.166666666666667
"soderlejde","plot_5","jkn","fourth","first",2017-06-02 05:27:51,"2017",63,109.85,"bofik","Song","Male",NA,16.7736894270831,0.216666666666667
"soderlejde","plot_5","jkn","fourth","first",2017-06-02 05:28:25,"2017",63,110.416666666667,"blams","Alarm call","Male/Female",NA,28.4419420045969,0.783333333333333
"halsingdal","plot_121","jkn","second","first",2017-05-03 07:45:58,"2017",33,183.966666666667,"rodhe","Song","Male",NA,35.5283269851224,4.36666666666667
"halsingdal","plot_121","jkn","second","first",2017-05-03 07:45:33,"2017",33,183.55,"rodhe","Song","Male",NA,24.5231203185117,3.95
"halsingdal","plot_121","jkn","second","first",2017-05-03 07:41:56,"2017",33,179.933333333333,"rodhe","Song","Male",NA,41.0179634350179,0.333333333333333
"halsingdal","plot_61","jkn","second","first",2017-05-03 07:07:52,"2017",33,145.866666666667,"jarnv","Song","Male",NA,31.5823358953783,2.91666666666667
"halsingdal","plot_61","jkn","second","first",2017-05-03 07:05:27,"2017",33,143.45,"bofik","Song","Male",NA,46.8727999565161,0.5
"halsingdal","plot_61","jkn","second","first",2017-05-03 07:05:06,"2017",33,143.1,"rodhe","Song","Male",NA,13.3924137105681,0.15
"halsingdal","plot_61","jkn","second","first",2017-05-03 07:06:14,"2017",33,144.233333333333,"jarnv","Song","Male",NA,17.9644716750171,1.28333333333333
"halsingdal","plot_62","jkn","second","first",2017-05-03 06:27:11,"2017",33,105.183333333333,"kungl","Song","Male",NA,24.2477107143534,0.266666666666667
"halsingdal","plot_62","jkn","second","first",2017-05-03 06:31:42,"2017",33,109.7,"bofik","In breeding habitat: bird seen","Female",2,17.3719447790911,4.78333333333333
"halsingdal","plot_62","jkn","second","first",2017-05-03 06:28:50,"2017",33,106.833333333333,"grona","In breeding habitat: bird seen","Male",16,20.3757546902416,1.91666666666667
"halsingdal","plot_62","jkn","second","first",2017-05-03 06:29:59,"2017",33,107.983333333333,"talge","Song","Male",NA,23.3501517046191,3.06666666666667
"halsingdal","plot_62","jkn","second","first",2017-05-03 06:28:15,"2017",33,106.25,"gardg","Song","Male",NA,31.502478968336,1.33333333333333
"halsingdal","plot_64","jkn","second","first",2017-05-03 08:21:00,"2017",33,219,"bofik","Song","Male",NA,25.1876760229516,0.4
"halsingdal","plot_64","jkn","second","first",2017-05-03 08:24:55,"2017",33,222.916666666667,"talge","Song","Male",NA,46.376128791391,4.31666666666667
"halsingdal","plot_65","jkn","second","first",2017-05-03 09:33:43,"2017",33,291.716666666667,"tofss","Song","Male",NA,45.4244892792523,2.88333333333333
"halsingdal","plot_65","jkn","second","first",2017-05-03 09:34:35,"2017",33,292.583333333333,"talge","In breeding habitat: bird seen","Male/Female",1,39.546409463899,3.75
"halsingdal","plot_65","jkn","second","first",2017-05-03 09:33:21,"2017",33,291.35,"rodhe","Song","Male",NA,37.3633627168246,2.51666666666667
"halsingdal","plot_66","jkn","second","first",2017-05-03 10:14:52,"2017",33,332.866666666667,"grona","Alarm call","Male/Female",NA,27.1659069427966,3.85
"halsingdal","plot_66","jkn","second","first",2017-05-03 10:14:36,"2017",33,332.6,"rodhe","Song","Male",NA,27.581277157603,3.58333333333333
"halsingdal","plot_66","jkn","second","first",2017-05-03 10:13:39,"2017",33,331.65,"jarnv","Song","Male",NA,30.9483207455753,2.63333333333333
"halsingdal","plot_66","jkn","second","first",2017-05-03 10:13:25,"2017",33,331.416666666667,"bofik","In breeding habitat: bird seen","Female",3,46.3971899752649,2.4
"halsingdal","plot_66","jkn","second","first",2017-05-03 10:12:31,"2017",33,330.516666666667,"grona","Song","Male",NA,9.33945993148061,1.5
"halsingdal","plot_66","jkn","second","first",2017-05-03 10:11:30,"2017",33,329.5,"rodhe","Song","Male",NA,41.8380899209817,0.483333333333333
"halsingdal","plot_67","jkn","second","first",2017-05-03 05:50:40,"2017",33,68.6666666666667,"talge","Song","Male",NA,37.9025888722359,1.85
"halsingdal","plot_67","jkn","second","first",2017-05-03 05:49:20,"2017",33,67.3333333333333,"taltt","In breeding habitat: bird seen","Male/Female",3,6.74315831337397,0.516666666666667
"halsingdal","plot_68","jkn","second","first",2017-05-03 05:12:41,"2017",33,30.6833333333333,"bofik","Song","Male",NA,33.2431730148251,0.366666666666667
"halsingdal","plot_68","jkn","second","first",2017-05-03 05:12:51,"2017",33,30.85,"kungl","Song","Male",NA,29.0048639184712,0.533333333333333
"halsingdal","plot_68","jkn","second","first",2017-05-03 05:12:33,"2017",33,30.55,"svars","Song","Male",NA,29.3116903682385,0.233333333333333
"halsingdal","plot_69","jkn","second","first",2017-05-03 04:35:47,"2017",33,-6.21666666666667,"bofik","Song","Male",NA,14.6124339178384,1.85
"halsingdal","plot_69","jkn","second","first",2017-05-03 04:38:00,"2017",33,-4,"tofss","Song","Male",NA,18.970634354936,4.06666666666667
"kyrkstigen","plot_118","jkn","fourth","first",2017-06-03 08:03:48,"2017",64,266.8,"blams","Alarm call","Male/Female",NA,17.8899462111568,0.166666666666667
"kyrkstigen","plot_118","jkn","fourth","first",2017-06-03 08:05:47,"2017",64,268.783333333333,"svare","Song","Male",NA,40.3730750160009,2.15
"kyrkstigen","plot_118","jkn","fourth","first",2017-06-03 08:05:12,"2017",64,268.2,"ringa","Song","Male",NA,45.5569765637132,1.56666666666667
"kyrkstigen","plot_50","jkn","fourth","first",2017-06-03 05:45:21,"2017",64,128.35,"talge","Alarm call","Male/Female",NA,27.0983688616202,1.36666666666667
"kyrkstigen","plot_50","jkn","fourth","first",2017-06-03 05:44:08,"2017",64,127.133333333333,"rodhe","Song","Male",NA,41.7081269445253,0.15
"kyrkstigen","plot_52","jkn","fourth","first",2017-06-03 05:09:00,"2017",64,92,"rodhe","Song","Male",NA,26.1889006990263,0.35
"kyrkstigen","plot_52","jkn","fourth","first",2017-06-03 05:09:56,"2017",64,92.9333333333333,"talge","Song","Male",NA,23.3785563633548,1.28333333333333
"kyrkstigen","plot_52","jkn","fourth","first",2017-06-03 05:08:49,"2017",64,91.8166666666667,"rodhe","Song","Male",NA,28.4925383314882,0.166666666666667
"kyrkstigen","plot_53","jkn","fourth","first",2017-06-03 04:37:25,"2017",64,60.4166666666667,"tofss","Song","Male",NA,29.3561822619618,3.46666666666667
"kyrkstigen","plot_53","jkn","fourth","first",2017-06-03 04:37:07,"2017",64,60.1166666666667,"bofik","In breeding habitat: bird seen","Male",9,19.4543460700168,3.16666666666667
"kyrkstigen","plot_53","jkn","fourth","first",2017-06-03 04:36:49,"2017",64,59.8166666666667,"svars","Song","Male",NA,45.6403093549529,2.86666666666667
"kyrkstigen","plot_53","jkn","fourth","first",2017-06-03 04:36:59,"2017",64,59.9833333333333,"bofik","Song","Male",NA,28.1017499145978,3.03333333333333
"kyrkstigen","plot_55","jkn","fourth","first",2017-06-03 03:57:59,"2017",64,20.9833333333333,"bofik","Song","Male",NA,45.5476955557953,3.68333333333333
"kyrkstigen","plot_55","jkn","fourth","first",2017-06-03 03:54:28,"2017",64,17.4666666666667,"rodhe","Song","Male",NA,6.81874205650977,0.166666666666667
"kyrkstigen","plot_56","jkn","fourth","first",2017-06-03 07:29:56,"2017",64,232.933333333333,"talge","Song","Male",NA,26.8883441522391,3.35
"kyrkstigen","plot_56","jkn","fourth","first",2017-06-03 07:27:41,"2017",64,230.683333333333,"talge","Song","Male",NA,27.9441582595648,1.1
"kyrkstigen","plot_56","jkn","fourth","first",2017-06-03 07:26:49,"2017",64,229.816666666667,"rodhe","Song","Male",NA,12.7683158638965,0.233333333333333
"kyrkstigen","plot_58","jkn","fourth","first",2017-06-03 06:42:20,"2017",64,185.333333333333,"bofik","Song","Male",NA,49.1908604602537,2.68333333333333
"kyrkstigen","plot_58","jkn","fourth","first",2017-06-03 06:39:50,"2017",64,182.833333333333,"rodhe","Song","Male",NA,21.1938421976197,0.183333333333333
"kyrkstigen","plot_60","jkn","fourth","first",2017-06-03 08:52:39,"2017",64,315.65,"notva","In breeding habitat: bird seen","Male/Female",0,48.3074698415926,2.56666666666667
"kyrkstigen","plot_60","jkn","fourth","first",2017-06-03 08:52:15,"2017",64,315.25,"stort","In breeding habitat: bird seen","Male",0,45.792782238595,2.16666666666667
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:54:39,"2017",4,228.65,"talge","Alarm call","Male",NA,6.53292625715902,0.616666666666667
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:54:52,"2017",4,228.866666666667,"talge","Alarm call","Female",NA,8.54347950720469,0.833333333333333
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:55:11,"2017",4,229.183333333333,"talla","Alarm call","Male/Female",NA,4.40496392812295,1.15
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:55:31,"2017",4,229.516666666667,"tofss","Alarm call","Male/Female",NA,2.71963922038821,1.48333333333333
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:56:05,"2017",4,230.083333333333,"bofik","Song","Male",NA,41.7185078098191,2.05
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:55:42,"2017",4,229.7,"talla","Alarm call","Male/Female",NA,4.57402553609406,1.66666666666667
"stocksatra","plot_104","jkn","first","first",2017-04-04 09:57:37,"2017",4,231.616666666667,"bofik","Song","Male",NA,34.3678978117725,3.58333333333333
"stocksatra","plot_123","jkn","first","first",2017-04-04 08:23:24,"2017",4,137.4,"bofik","Song","Male",NA,46.176939367578,0.533333333333333
"stocksatra","plot_123","jkn","first","first",2017-04-04 08:22:52,"2017",4,136.866666666667,"talge","Alarm call","Male/Female",NA,14.3390336876658,0
"stocksatra","plot_123","jkn","first","first",2017-04-04 08:26:06,"2017",4,140.1,"bofik","Alarm call","Male/Female",NA,39.122134785925,3.23333333333333
